url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,233,142
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1,134,77
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,21,14
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,19,6
/mmvanheusden/SteamDepotDownloaderGUI/releases,18,13
/mmvanheusden/SteamDepotDownloaderGUI/tree/steamdeck-dotnet,14,9
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,12,10
/mmvanheusden/SteamDepotDownloaderGUI/pull/160,10,4
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,9,8
/mmvanheusden/SteamDepotDownloaderGUI/compare/v2.4.0...v2.4.1,9,5
