url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,229,135
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1,138,83
/mmvanheusden/SteamDepotDownloaderGUI/releases,15,12
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,14,7
/mmvanheusden/SteamDepotDownloaderGUI/tree/steamdeck-dotnet,13,8
/mmvanheusden/SteamDepotDownloaderGUI/issues,12,10
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,12,10
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,12,9
/mmvanheusden/SteamDepotDownloaderGUI/tree/master,8,2
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,7,7
