url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,423,278
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.2,245,178
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,54,41
/mmvanheusden/SteamDepotDownloaderGUI/releases,24,17
/mmvanheusden/SteamDepotDownloaderGUI/issues,22,13
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/downloader.js,19,6
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,12,5
/mmvanheusden/SteamDepotDownloaderGUI/tree/v2.2.0,12,2
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/main.js,10,5
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,7,6
