url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,2113,1494
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1,760,527
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,215,88
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,94,60
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,77,27
/mmvanheusden/SteamDepotDownloaderGUI/issues,53,44
/mmvanheusden/SteamDepotDownloaderGUI/releases,45,35
/mmvanheusden/SteamDepotDownloaderGUI/tree/steamdeck-dotnet,23,18
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,18,17
/mmvanheusden/SteamDepotDownloaderGUI/compare/v2.4.0...v2.4.1,18,13
