url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,213,128
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1,122,80
/mmvanheusden/SteamDepotDownloaderGUI/releases,18,10
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,14,7
/mmvanheusden/SteamDepotDownloaderGUI/issues,11,9
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,11,9
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,7,7
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,6,6
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/main.js,6,3
/mmvanheusden/SteamDepotDownloaderGUI/pulls,5,4
