time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-01 00:00:00+00:00,3.0,3.0,68,31
2024-07-02 00:00:00+00:00,5.0,3.0,71,28
2024-07-03 00:00:00+00:00,1.0,1.0,125,36
2024-07-04 00:00:00+00:00,,,71,34
2024-07-05 00:00:00+00:00,1.0,1.0,162,61
2024-07-06 00:00:00+00:00,2.0,2.0,198,69
2024-07-07 00:00:00+00:00,1.0,1.0,118,41
2024-07-08 00:00:00+00:00,8.0,5.0,142,59
2024-07-09 00:00:00+00:00,,,93,35
2024-07-10 00:00:00+00:00,,,86,30
2024-07-11 00:00:00+00:00,5.0,3.0,104,33
2024-07-12 00:00:00+00:00,1.0,1.0,65,29
2024-07-13 00:00:00+00:00,1.0,1.0,72,34
2024-07-14 00:00:00+00:00,,,42,23
