url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,499,324
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.2,302,202
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,53,40
/mmvanheusden/SteamDepotDownloaderGUI/releases,42,34
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/downloader.js,25,12
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,25,10
/mmvanheusden/SteamDepotDownloaderGUI/issues,15,13
/mmvanheusden/SteamDepotDownloaderGUI/compare/v2.4.1...v2.4.2,12,11
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,10,9
/mmvanheusden/SteamDepotDownloaderGUI/tree/steamdeck-dotnet,9,7
