url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,221,135
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1,129,79
/mmvanheusden/SteamDepotDownloaderGUI/releases,16,12
/mmvanheusden/SteamDepotDownloaderGUI/tree/steamdeck-dotnet,14,9
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,13,11
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,12,10
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,10,5
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/main.js,8,4
/mmvanheusden/SteamDepotDownloaderGUI/tree/master,8,2
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,7,7
