url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,1899,1335
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1,705,485
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,190,76
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,69,22
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,63,41
/mmvanheusden/SteamDepotDownloaderGUI/releases,61,46
/mmvanheusden/SteamDepotDownloaderGUI/issues,43,36
/mmvanheusden/SteamDepotDownloaderGUI/tree/steamdeck-dotnet,20,15
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/README.md,19,9
/mmvanheusden/SteamDepotDownloaderGUI/compare/v2.4.0...v2.4.1,17,12
