url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,467,265
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.2,167,115
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.3,90,54
/mmvanheusden/SteamDepotDownloaderGUI/releases,49,31
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,33,7
/mmvanheusden/SteamDepotDownloaderGUI/issues,31,16
/mmvanheusden/SteamDepotDownloaderGUI/issues/226,28,8
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,16,9
/mmvanheusden/SteamDepotDownloaderGUI/pulls,16,6
/mmvanheusden/SteamDepotDownloaderGUI/pull/161,14,5
