time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-14 00:00:00+00:00,,,51,13
2024-04-15 00:00:00+00:00,7.0,6.0,56,30
2024-04-16 00:00:00+00:00,1.0,1.0,32,18
2024-04-17 00:00:00+00:00,1.0,1.0,53,18
2024-04-18 00:00:00+00:00,5.0,2.0,36,15
2024-04-19 00:00:00+00:00,3.0,3.0,43,21
2024-04-20 00:00:00+00:00,1.0,1.0,56,22
2024-04-21 00:00:00+00:00,1.0,1.0,86,34
2024-04-22 00:00:00+00:00,12.0,5.0,34,17
2024-04-23 00:00:00+00:00,5.0,2.0,50,30
2024-04-24 00:00:00+00:00,1.0,1.0,13,11
2024-04-25 00:00:00+00:00,1.0,1.0,593,280
2024-04-26 00:00:00+00:00,2.0,2.0,1023,437
2024-04-27 00:00:00+00:00,,,589,292
