time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-28 00:00:00+00:00,1,1,321,167
2024-04-29 00:00:00+00:00,7,4,267,126
2024-04-30 00:00:00+00:00,1,1,189,92
2024-05-01 00:00:00+00:00,2,2,177,81
2024-05-02 00:00:00+00:00,5,4,145,70
2024-05-03 00:00:00+00:00,12,5,173,72
2024-05-04 00:00:00+00:00,26,7,95,58
2024-05-05 00:00:00+00:00,3,3,68,40
2024-05-06 00:00:00+00:00,10,6,89,59
2024-05-07 00:00:00+00:00,6,2,84,39
2024-05-08 00:00:00+00:00,5,2,72,36
2024-05-09 00:00:00+00:00,1,1,79,33
2024-05-10 00:00:00+00:00,2,2,109,31
2024-05-11 00:00:00+00:00,5,4,95,44
