url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,730,540
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.2,575,415
/mmvanheusden/SteamDepotDownloaderGUI/releases,44,32
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,36,15
/mmvanheusden/SteamDepotDownloaderGUI/issues,30,18
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,26,20
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,21,12
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,21,7
/mmvanheusden/SteamDepotDownloaderGUI/releases/v2.4.2,19,16
/mmvanheusden/SteamDepotDownloaderGUI/pulls,13,9
