url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,571,394
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.2,381,272
/mmvanheusden/SteamDepotDownloaderGUI/releases,45,30
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,37,16
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,29,17
/mmvanheusden/SteamDepotDownloaderGUI/issues,19,17
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,14,5
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,13,11
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/downloader.js,11,5
/mmvanheusden/SteamDepotDownloaderGUI/issues/143,8,8
