url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,410,255
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.2,180,121
/mmvanheusden/SteamDepotDownloaderGUI/releases,42,28
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,31,13
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,27,22
/mmvanheusden/SteamDepotDownloaderGUI/issues,24,18
/mmvanheusden/SteamDepotDownloaderGUI/pulls,10,7
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,10,7
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,9,8
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,8,4
