url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,754,550
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.2,586,430
/mmvanheusden/SteamDepotDownloaderGUI/releases,49,34
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,47,18
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,31,19
/mmvanheusden/SteamDepotDownloaderGUI/issues,25,15
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,21,7
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,20,12
/mmvanheusden/SteamDepotDownloaderGUI/releases/v2.4.2,13,11
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/downloader.js,13,5
