url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,271,177
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1,154,102
/mmvanheusden/SteamDepotDownloaderGUI/commits/master,36,2
/mmvanheusden/SteamDepotDownloaderGUI/releases,29,23
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,12,5
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,11,8
/mmvanheusden/SteamDepotDownloaderGUI/commits,9,1
/mmvanheusden/SteamDepotDownloaderGUI/issues,6,6
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,5,5
/mmvanheusden/SteamDepotDownloaderGUI/compare/v2.4.0...v2.4.1,4,4
