url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,559,362
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.2,309,209
/mmvanheusden/SteamDepotDownloaderGUI/releases,55,27
/mmvanheusden/SteamDepotDownloaderGUI/issues,36,26
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,19,7
/mmvanheusden/SteamDepotDownloaderGUI/issues/new,15,11
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,11,11
/mmvanheusden/SteamDepotDownloaderGUI/pulls,11,9
/mmvanheusden/SteamDepotDownloaderGUI/releases/v2.4.2,11,8
/mmvanheusden/SteamDepotDownloaderGUI/commits,8,3
