url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,739,518
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.2,371,236
/mmvanheusden/SteamDepotDownloaderGUI/releases,42,29
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,23,17
/mmvanheusden/SteamDepotDownloaderGUI/issues,21,15
/mmvanheusden/SteamDepotDownloaderGUI/compare/v2.4.1...v2.4.2,17,12
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,14,5
/mmvanheusden/SteamDepotDownloaderGUI/pulls,13,8
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/downloader.js,9,5
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/README.md,8,4
