url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,592,410
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.2,451,304
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,56,23
/mmvanheusden/SteamDepotDownloaderGUI/releases,33,21
/mmvanheusden/SteamDepotDownloaderGUI/issues,31,21
/mmvanheusden/SteamDepotDownloaderGUI/releases/v2.4.2,16,13
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/downloader.js,16,5
/mmvanheusden/SteamDepotDownloaderGUI/pulls,14,14
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,14,9
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,12,8
