url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,383,237
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.2,170,116
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,36,16
/mmvanheusden/SteamDepotDownloaderGUI/releases,35,22
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,25,19
/mmvanheusden/SteamDepotDownloaderGUI/issues,21,17
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,12,9
/mmvanheusden/SteamDepotDownloaderGUI/pulls,8,6
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,7,6
/mmvanheusden/SteamDepotDownloaderGUI/tree/steamdeck-dotnet,7,6
