url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,449,281
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.2,259,187
/mmvanheusden/SteamDepotDownloaderGUI/releases,24,17
/mmvanheusden/SteamDepotDownloaderGUI/issues,24,14
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,22,6
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,19,12
/mmvanheusden/SteamDepotDownloaderGUI/pull/161,17,2
/mmvanheusden/SteamDepotDownloaderGUI/pulls,16,5
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/README.md,13,2
/mmvanheusden/SteamDepotDownloaderGUI/tree/steamdeck-dotnet,9,7
