url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,438,281
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.2,246,179
/mmvanheusden/SteamDepotDownloaderGUI/issues,25,13
/mmvanheusden/SteamDepotDownloaderGUI/pulls,22,7
/mmvanheusden/SteamDepotDownloaderGUI/releases,20,14
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,20,6
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,19,12
/mmvanheusden/SteamDepotDownloaderGUI/pull/161,17,2
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,14,8
/mmvanheusden/SteamDepotDownloaderGUI/tree/steamdeck-dotnet,13,9
