url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,1348,962
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1,366,263
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,122,52
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,110,69
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.2,78,51
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,47,19
/mmvanheusden/SteamDepotDownloaderGUI/releases,40,34
/mmvanheusden/SteamDepotDownloaderGUI/issues,32,28
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,20,19
/mmvanheusden/SteamDepotDownloaderGUI/tree/master,16,11
