url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,450,291
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.2,255,190
/mmvanheusden/SteamDepotDownloaderGUI/issues,24,12
/mmvanheusden/SteamDepotDownloaderGUI/pulls,24,7
/mmvanheusden/SteamDepotDownloaderGUI/releases,21,15
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,19,12
/mmvanheusden/SteamDepotDownloaderGUI/pull/161,17,2
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,14,8
/mmvanheusden/SteamDepotDownloaderGUI/tree/steamdeck-dotnet,13,9
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,13,3
