url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,642,463
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.2,470,346
/mmvanheusden/SteamDepotDownloaderGUI/releases,45,30
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,39,17
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,26,16
/mmvanheusden/SteamDepotDownloaderGUI/issues,22,15
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,14,5
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,10,8
/mmvanheusden/SteamDepotDownloaderGUI/issues/143,9,9
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/downloader.js,9,4
