url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,793,548
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.2,389,248
/mmvanheusden/SteamDepotDownloaderGUI/releases,56,30
/mmvanheusden/SteamDepotDownloaderGUI/issues,30,21
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,21,16
/mmvanheusden/SteamDepotDownloaderGUI/pulls,17,10
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,15,5
/mmvanheusden/SteamDepotDownloaderGUI/releases/v2.4.2,13,9
/mmvanheusden/SteamDepotDownloaderGUI/compare/v2.4.1...v2.4.2,12,9
/mmvanheusden/SteamDepotDownloaderGUI/tree/steamdeck-dotnet,7,6
