url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,269,176
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1,143,99
/mmvanheusden/SteamDepotDownloaderGUI/commits/master,36,2
/mmvanheusden/SteamDepotDownloaderGUI/releases,25,20
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,11,8
/mmvanheusden/SteamDepotDownloaderGUI/commits,9,1
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,8,4
/mmvanheusden/SteamDepotDownloaderGUI/issues,5,5
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,5,5
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/README.md,4,2
