url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,1820,1267
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1,685,467
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,182,71
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,66,21
/mmvanheusden/SteamDepotDownloaderGUI/releases,62,44
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,53,35
/mmvanheusden/SteamDepotDownloaderGUI/issues,42,35
/mmvanheusden/SteamDepotDownloaderGUI/tree/steamdeck-dotnet,20,15
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/README.md,19,9
/mmvanheusden/SteamDepotDownloaderGUI/compare/v2.4.0...v2.4.1,18,13
