url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,211,129
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1,114,77
/mmvanheusden/SteamDepotDownloaderGUI/releases,27,14
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,12,6
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,11,9
/mmvanheusden/SteamDepotDownloaderGUI/issues,10,8
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,7,7
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.2.0,4,4
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,4,4
/mmvanheusden/SteamDepotDownloaderGUI/issues/new,4,3
