time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-15 00:00:00+00:00,,,48,21
2024-10-16 00:00:00+00:00,,,59,20
2024-10-17 00:00:00+00:00,4.0,1.0,82,35
2024-10-18 00:00:00+00:00,4.0,3.0,63,29
2024-10-19 00:00:00+00:00,,,96,34
2024-10-20 00:00:00+00:00,1.0,1.0,65,26
2024-10-21 00:00:00+00:00,4.0,3.0,75,29
2024-10-22 00:00:00+00:00,14.0,6.0,220,45
2024-10-23 00:00:00+00:00,,,90,33
2024-10-24 00:00:00+00:00,4.0,2.0,61,25
2024-10-25 00:00:00+00:00,1.0,1.0,91,31
2024-10-26 00:00:00+00:00,1.0,1.0,86,26
2024-10-27 00:00:00+00:00,3.0,1.0,62,24
2024-10-28 00:00:00+00:00,2.0,2.0,67,24
