url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,661,406
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.2,452,290
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,43,19
/mmvanheusden/SteamDepotDownloaderGUI/releases,38,26
/mmvanheusden/SteamDepotDownloaderGUI/issues,22,17
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,18,7
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/downloader.js,14,5
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,13,9
/mmvanheusden/SteamDepotDownloaderGUI/issues/143,11,10
/mmvanheusden/SteamDepotDownloaderGUI/compare/v2.4.1...v2.4.2,10,9
