url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,332,212
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1,149,99
/mmvanheusden/SteamDepotDownloaderGUI/releases,36,24
/mmvanheusden/SteamDepotDownloaderGUI/issues,21,12
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,19,14
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,15,7
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.2.0,6,6
/mmvanheusden/SteamDepotDownloaderGUI/issues/143,5,5
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,5,5
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,5,2
