url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,642,421
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.2,364,233
/mmvanheusden/SteamDepotDownloaderGUI/releases,55,27
/mmvanheusden/SteamDepotDownloaderGUI/issues,34,25
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,21,8
/mmvanheusden/SteamDepotDownloaderGUI/pulls,13,10
/mmvanheusden/SteamDepotDownloaderGUI/releases/v2.4.2,12,8
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,10,10
/mmvanheusden/SteamDepotDownloaderGUI/issues/new,10,7
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/downloader.js,9,3
