url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,542,342
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.2,221,150
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,51,34
/mmvanheusden/SteamDepotDownloaderGUI/releases,50,30
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,49,22
/mmvanheusden/SteamDepotDownloaderGUI/issues,26,22
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,21,8
/mmvanheusden/SteamDepotDownloaderGUI/pulls,13,11
/mmvanheusden/SteamDepotDownloaderGUI/tree/master,9,6
/mmvanheusden/SteamDepotDownloaderGUI/tree/steamdeck-dotnet,8,7
