url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,402,254
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1,171,109
/mmvanheusden/SteamDepotDownloaderGUI/releases,31,20
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,30,13
/mmvanheusden/SteamDepotDownloaderGUI/issues,18,8
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,16,12
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,10,4
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,9,9
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.2.0,5,5
/mmvanheusden/SteamDepotDownloaderGUI/commit/2f85e861b6ea89be626246c669671ea55062bd3f,5,3
