url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,480,327
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.2,198,145
/mmvanheusden/SteamDepotDownloaderGUI/releases,57,35
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,44,30
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,38,17
/mmvanheusden/SteamDepotDownloaderGUI/issues,32,25
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,16,8
/mmvanheusden/SteamDepotDownloaderGUI/pulls,14,11
/mmvanheusden/SteamDepotDownloaderGUI/tree/steamdeck-dotnet,9,8
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,8,8
