url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,695,510
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.2,565,401
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,38,16
/mmvanheusden/SteamDepotDownloaderGUI/releases,35,25
/mmvanheusden/SteamDepotDownloaderGUI/issues,32,19
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,23,17
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,20,11
/mmvanheusden/SteamDepotDownloaderGUI/pulls,18,13
/mmvanheusden/SteamDepotDownloaderGUI/releases/v2.4.2,17,14
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,13,5
