url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,408,263
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.2,182,125
/mmvanheusden/SteamDepotDownloaderGUI/releases,40,27
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,35,15
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,30,21
/mmvanheusden/SteamDepotDownloaderGUI/issues,24,17
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,13,7
/mmvanheusden/SteamDepotDownloaderGUI/pulls,11,7
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,9,8
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,8,4
