url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,291,175
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1,129,79
/mmvanheusden/SteamDepotDownloaderGUI/releases,32,20
/mmvanheusden/SteamDepotDownloaderGUI/issues,24,15
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,14,10
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,13,10
/mmvanheusden/SteamDepotDownloaderGUI/tree/v2.2.0,11,1
/mmvanheusden/SteamDepotDownloaderGUI/pulls,9,8
/mmvanheusden/SteamDepotDownloaderGUI/pull/157,8,7
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/downloader.js,6,3
