url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,328,226
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1,148,98
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,32,14
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,10,9
/mmvanheusden/SteamDepotDownloaderGUI/issues,9,6
/mmvanheusden/SteamDepotDownloaderGUI/releases,7,7
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,7,3
/mmvanheusden/SteamDepotDownloaderGUI/tree/steamdeck-dotnet,6,4
/mmvanheusden/SteamDepotDownloaderGUI/compare/v2.4.0...v2.4.1,5,5
/mmvanheusden/SteamDepotDownloaderGUI/pulls,5,5
