url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,547,350
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.2,218,150
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,54,37
/mmvanheusden/SteamDepotDownloaderGUI/releases,50,35
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,49,22
/mmvanheusden/SteamDepotDownloaderGUI/issues,27,23
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,21,8
/mmvanheusden/SteamDepotDownloaderGUI/pulls,13,11
/mmvanheusden/SteamDepotDownloaderGUI/tree/steamdeck-dotnet,9,8
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,9,6
