url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,701,506
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.2,358,231
/mmvanheusden/SteamDepotDownloaderGUI/releases,38,27
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,26,19
/mmvanheusden/SteamDepotDownloaderGUI/issues,19,13
/mmvanheusden/SteamDepotDownloaderGUI/compare/v2.4.1...v2.4.2,16,11
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,16,6
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/downloader.js,11,6
/mmvanheusden/SteamDepotDownloaderGUI/pulls,11,6
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/README.md,8,4
