url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,424,264
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.2,240,166
/mmvanheusden/SteamDepotDownloaderGUI/releases,25,19
/mmvanheusden/SteamDepotDownloaderGUI/issues,21,15
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,15,5
/mmvanheusden/SteamDepotDownloaderGUI/issues/192,12,6
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,10,9
/mmvanheusden/SteamDepotDownloaderGUI/issues/193,10,6
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/README.md,8,2
/mmvanheusden/SteamDepotDownloaderGUI/releases/v2.4.2,7,5
