url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,297,202
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1,145,96
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,28,12
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,13,11
/mmvanheusden/SteamDepotDownloaderGUI/issues,10,7
/mmvanheusden/SteamDepotDownloaderGUI/releases,8,7
/mmvanheusden/SteamDepotDownloaderGUI/tree/steamdeck-dotnet,6,4
/mmvanheusden/SteamDepotDownloaderGUI/compare/v2.4.0...v2.4.1,5,5
/mmvanheusden/SteamDepotDownloaderGUI/pulls,5,5
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,5,5
