url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,277,190
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1,137,97
/mmvanheusden/SteamDepotDownloaderGUI/releases,33,22
/mmvanheusden/SteamDepotDownloaderGUI/issues,15,10
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,15,7
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,12,11
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,5,2
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,4,4
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.2.0,4,4
/mmvanheusden/SteamDepotDownloaderGUI/commit/2f85e861b6ea89be626246c669671ea55062bd3f,3,3
