url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,520,350
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.2,340,234
/mmvanheusden/SteamDepotDownloaderGUI/releases,44,30
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,35,15
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1-deck,30,18
/mmvanheusden/SteamDepotDownloaderGUI/issues,20,16
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,12,8
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/downloader.js,12,5
/mmvanheusden/SteamDepotDownloaderGUI/issues/143,8,8
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/index.html,8,3
